Nama Kampus,Sinta score
STAI Siliwangi Bandung,163
Sekolah Tinggi Ilmu Ekonomi Kalpataru,163
Sekolah Tinggi Ilmu Ekonomi Syariah Riyadlul Jannah,162
Sekolah Tinggi Manajemen Informatika dan Komputer Komputama Majenang,162
Akademi Pariwisata Bunda Padang,162
Sekolah Tinggi Teologi Lintas Budaya Jakarta,162
Akademi Perikanan Yogyakarta,162
Institut Teknologi Alberth Foenay,161
STAI Al-Hikmah 2,161
AMIK Bukittinggi,160
Sekolah Tinggi Ilmu Kesehatan Persada Nabire,160
Akademi Kesehatan Kartini Batam,160
--disable--Institut Agama Islam (IAI) Al-Aziziyah Samalanga Bireuen Aceh,160
--disable--Sekolah Tinggi Ilmu Ekonomi Wira Bhakti,160
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,160
Sekolah Tinggi Kesehatan Indonesia Wirautama,160
STAI Miftahul Ulum Tasikmalaya,160
Akademi Maritim Sapta Samudra,160
Sekolah Tinggi Teknologi Pomosda,159
STIT Multazam,159
"STAI YAPNAS Jeneponto, Sulawesi Selatan",159
Ikatan Ilmuwan Internasional Malaysia,158
STAI Duta Bangsa Bekasi,158
Akademi Keperawatan Nabila,157
Institut Teknologi dan Kesehatan Permata Ilmu Maros,157
Sekolah Tinggi Ilmu Syariah Darul Falah Pagutan Mataram NTB,157
Sekolah Tinggi Ilmu Maritim Ami,157
Sekolah Tinggi Agama Islam Indonesia Jakarta,157
STIKES Darul Azhar Batulicin,157
Sekolah Tinggi Ilmu Kesehatan Arrahma Mandiri Indonesia,156
Universitas Werisar,155
"STAI Al-Azhary Mamuju, Sulawesi Barat",155
Sekolah Tinggi Ilmu Ekonomi Samarinda,155
--disable--Institut PTIQ Jakarta,155
Sekolah Tinggi Teologi Iman Jakarta,155
Sekolah Tinggi Ilmu Kesehatan Arrahma Mandiri Indonesia,154
Akademi Bakti Kemanusiaan Palang Merah Indonesia,154
Akademi Farmasi Bina Farmasi,154
STIE Pengembangan Bisnis Dan Manajemen,154
STAI At-Taqwa Bekasi,154
Akademi Bakti Kemanusiaan Palang Merah Indonesia,154
Akademi Farmasi Bina Farmasi,154
STIE Pengembangan Bisnis Dan Manajemen,154
STAI At-Taqwa Bekasi,154
Sekolah Tinggi Agama Islam Ibnu Rusyd,153
Sekolah Tinggi Ilmu Kesehatan Sukma Wijaya Sampang,153
Sekolah Tinggi Ilmu Kesehatan Rana Wijaya,153
--disable--Sekolah Tinggi Ilmu Bahasa Asing Invada,153
Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta,153
Politeknik Tridaya Virtu Morosi,152
STKIP Muhammadiyah Kalabahi,152
STIA Abdul Azis Kataloka,152
STAI Darul Arqam Muhammadiyah Garut,151
STT TRINITY PARAPAT,151
Politeknik Kreatif Indonesia,151
Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia,150
Sekolah Tinggi Agama Islam Al-Azhar Gowa,150
Indonesian Institute for Counseling  Education and Therapy (IICET),150
Politeknik TMKM,150
Sekolah Tinggi Teologi Galilea Indonesia,150
Universitas Papua Madani Jayapura,148
Institut Teknologi Lombok,148
Sekolah Tinggi Ilmu Kesehatan Bina Putera Banjar,147
STPK St. Yohanes Rasul Jayapura,147
Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,147
STAI Diponegoro Tulungagung,147
Sekolah Tinggi Ilmu Adab dan Budaya Islam Riyadul Ulum,146
STIKES Bataraguru Soroaka,146
Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia,146
STMIK Bandung Bali,146
"STIT Pagar Alam, Sumatera Selatan",144
Institut Teknologi dan Bisnis Arungpalakka,143
Sekolah Tinggi Ilmu Manajemen Budi Bakti,143
Politeknik 'Aisyiyah Sumatera Barat,142
Akademi Kebidanan Matorkis,141
STIPAS Keuskupan Agung Kupang,141
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Veteran Palopo,141
Universitas Mangku Wiyata,141
Badan Kependudukan dan Keluarga Berencana Nasional,140
--disable--Institut Agama Islam Al-Hikmah Tuban,140
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Veteran Palopo,141
Universitas Mangku Wiyata,141
Badan Kependudukan dan Keluarga Berencana Nasional,140
--disable--Institut Agama Islam Al-Hikmah Tuban,140
Sekolah Tinggi Teologi Yerusalem Baru,140
STMIK Multicom Bolaan Mongondow,139
STMIK Bina Mulia,139
Akademi Keperawatan Giri Satria Husada,138
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Wonosobo,138
Sekolah Tinggi Ilmu Kesehatan Khas Kempek,138
Sekolah Tinggi Ilmu Pertanian Yashafa,138
Sekolah Tinggi Ilmu Kesehatan Darmo,137
"STIT Misbahul Ulum Gumawang Belitang OKU Timur, Sumatera Selatan",137
Akademi Maritim Indonesia AIPI,136
UNIVERSITAS AL HIKMAH JEPARA,136
Sekolah Tinggi Teologi Saint Paul Bandung,136
STIE Bali Internasional Institute of Tourism Management,135
Sekolah Tinggi Ilmu Kesehatan Makariwo Halmahera,135
STIT Raden Wijaya Mojokerto,134
Institut Teknologi Sapta Mandiri,134
Akademi Keperawatan Kebonjati,134
Politeknik Kartini Jakarta,133
Sekolah Tinggi Ilmu Hukum Zainul Hasan,133
Sekolah Tinggi Ilmu Ekonomi Pioner Manado,132
STAI Al-Amin Gersik Kediri Lombok Barat,132
STAI Natuna,132
Institut Agama Islam As Siddiq Kie Raha Maluku Utara,131
Politeknik Belitung,131
STMIK Ganesha Bandung,130
AMIK Mahaputra Riau,130
Politeknik Tiara Bunda,130
Sekolah Tinggi Ilmu Kesehatan Aksari,130
Akademi Teknik Indonesia Cut Meutia,130
Akademi Kesehatan Sumenep,129
Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al-Mahsuni,129
Akademi Pariwisata Nasional Banjarmasin,129
Pusat Penelitian Badan Keahlian Dewan Perwakilan Rakyat Republik Indonesia,129
STAI Al-Masthuriyah Sukabumi,129
"STAI Al-Ghazali Bulukumba, Sulawesi Selatan",129
Sekolah Tinggi Agama Kristen Apollos Manado,128
--disable--Sekolah Tinggi Ilmu Kesehatan Mercubaktijaya Padang,127
Sekolah Tinggi Teknologi Sinar Husni,127
Sekolah Tinggi Ilmu Tarbiyah Darul Huda Muaradua,126
Sekolah Tinggi Ilmu Administrasi Satya Negara,126
Politeknik Tridaya Virtu Morosi,125
Institut Teknologi dan Sains Nahdlatul Ulama Lampung,125
STAI Babussalam Sula Maluku Utara,125
Sekolah Tinggi Agama Islam Salahuddin,125
STIKES Kusuma Bangsa,125
STMIK Mercusuar,125
Politeknik Islam Syekh Salman Al-Farisi Rantau,125
Sekolah Tinggi Ilmu Ekonomi Syariah Darul Huda Mesuji Lampung,125
Institut Agama Islam Shalahuddin Al-Ayyubi (INISA) Tambun Bekasi,124
STAI Madiun Jawa Timur,124
Sekolah Tinggi Ilmu Tarbiyah Al Mubarok Lampung Tengah,124
Akademi Pertanian Yogyakarta,124
Sekolah Tinggi Teknologi Cirebon,124
Disable -- STAI Diniyah Pekanbaru,124
Pusat Kajian Strategis Badan Amil Zakat Nasional,124
Akademi Akuntansi YPK Medan,124
"STAI Al-Ghazali Bulukumba, Sulawesi Selatan",124
STKIP Nasional,124
Sekolah Tinggi Ilmu Ekonomi Dahani Dahanai Buntok,124
Akademi Kebidanan Bina Husada Tangerang,123
STKIP Islam Sabilal Muhtadin Banjarmasin,123
STAI Al-Kamal Sarang Rembang,123
Sekolah Tinggi Teologi Injil Bhakti Caraka Batam,123
Politeknik Kesehatan Siteba,122
Sekolah Tinggi Ilmu Ekonomi Dan Bisnis Syariah Nahdlatul Ulama Garut,122
Politenik Kesehatan Yapkesbi Sukabumi,122
Sekolah Tinggi Pesantren Darunna'im Lebak Banten,122
Akademi Kebidanan Arta Kabanjahe,121
STAI Mempawah Pontianak,121
STIT Al-Amin Indramayu,121
Institut Manajemen Koperasi Indonesia,121
Politeknik Madyathika,121
STIS As-Sa'adah Sukasari Sumedang,121
"STAI Babunnajah Pandeglang, Banten",121
STIT Ar-Raudhah,120
Lembaga Layanan Pendidikan Tinggi Wilayah IV,120
STIT Ar-Raudhah,120
Lembaga Layanan Pendidikan Tinggi Wilayah IV,120
Bank Indonesia,120
STAI YASBA Kalianda Lampung Selatan,120
Kopertais XII Riau,120
STAI Nahdlatul Ulama (STAINU) Pacitan,119
"STIT Al-Quraniyah, Manna, Bengkulu Selatan",119
Universitas Okmin Papua,119
Sekolah Tinggi Ilmu Kesehatan Merangin,119
"STIT Muhammadiyah Bangil, Pasuruan",119
Akademi Gizi Karya Husada Kediri,119
STIKES Lakipadada,118
Akademi Maritim Nasional Jaya,118
Badan Pengembangan Sumber Daya Manusia Provinsi DKI Jakarta,118
Politeknik Praktisi Bandung,118
STAI Ma`arif Kendal Ngawi,117
--disable--Akademi Kebidanan Karya Bunda Husada,117
Sekolah Tinggi Ilmu Syariah Wal Aqidah Ash-Shofa Manonjaya,117
Sekolah Tinggi Ilmu Kesehatan Pelita Ilmu Depok,116
Akademi Tata Boga Bandung,116
Badan Riset dan Inovasi Daerah Provinsi Jawa Tengah,115
Sekolah Tinggi Kulliyatul Qur'an Al-Hikam Depok,115
Sekolah Tinggi Teologi Mamasa,115
Akademi Kebidanan Baruna Husada Sibuhuan,115
STMIK Kristen Neumann Indonesia,115
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al-Amin Indramayu,115
Sekolah Tinggi Ekonomi dan Bisnis Islam Badri Mashduqi,114
"STIES Indonesia Purwakarta, Jawa Barat",114
--disable--Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep,114
Badan Siber dan Sandi Negara,113
Institut Teknologi dan Bisnis Master,113
Akademi Keperawatan Rumkit Tingkat III Manado,113
Politeknik Takumi,113
Sekolah Tinggi Teologi Bethel Samarinda,113
STAI Tuanku Tambusai,112
Sekolah Tinggi Ilmu Tarbiyah Lakbok,112
Sekolah Tinggi Agama Kristen Lentera Bangsa Manado,112
Sekolah Tinggi Teologi Injili Bethsaida Medan,112
STAINU Kotabumi Lampung Utara,111
Sekolah Tinggi Teologi Wesley Methodist Indonesia,111
Sekolah Tinggi Teologi Injili Bethsaida Medan,112
Sekolah Tinggi Teologi Wesley Methodist Indonesia,111
Sekolah Tinggi Ilmu Kesehatan Sehati,111
Lembaga Administrasi Negara,111
Sekolah Tinggi Ilmu Pertanian Berau,111
Akademi Kebidanan Paramata Raha,110
Yayasan Sinergi Kawula Muda,110
Lembaga Penelitian dan Pemberdayaan Masyarakat,110
Indonesian Combinatorial Society (InaCombS)  Graph Theory and Applications (GTA) Researc,110
AKADEMI FILM YOGYAKARTA,110
Sekolah Tinggi Teologi Global Glow Indonesia Jakarta,110
Sekolah Tinggi Ilmu Pendidikan Islam Maghfirah Bina Umat,110
Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung,110
Sekolah Tinggi Teologi Syalom Bandar Lampung,110
Disable -- Sekolah Tinggi Ilmu Hukum Umel Mandiri,110
Sekolah Tinggi Ilmu Tarbiyah Al Hikmah Bumi Agung Way Kanan,109
Universitas Nurul Hasan Bacan,109
Sekolah Tinggi Alkitab Tiranus Bandung,109
STAI Ihyaul Ulum Gresik,108
Politeknik Sekayu,108
Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Nahdlatul Ulama Indramayu,108
STAI Jami`atut Tarbiyah Lhoksukon Aceh Utara,107
STAI Miftahul Ulum Tanjung Pinang,107
"STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan",107
Sekolah Tinggi Agama Kristen Kupang Provinsi Nusa Tenggara Timur,106
Politeknik Mitra Karya Mandiri,106
Sekolah Tinggi Ilmu Ekonomi BPKP,106
STIT Darussalimin NW Praya Lombok Tengah Nusa Tenggara Barat,106
Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,106
STAI Ma`arif Sarolangun,106
Akademi Keperawatan Kesdam I/Bukit Barisan Binjai,106
STKIP Sinar Cendekia,105
Sekolah Tinggi Agama Buddha Maha Prajna Jakarta,105
Sekolah Tinggi Ilmu Komunikasi Inter Studi,105
"STAI Azziyadah Klender, Jakarta Timur",105
Sekolah Tinggi Ilmu Kesehatan Husada Gemilang,105
Sekolah Tinggi Agama Islam Islamic Centre Demak,105
Apikes Iris,105
STISIP Banten Raya,104
Universitas Trunajaya Bontang,104
Sekolah Tinggi Teologi Misi Tuaian Semesta Bandung,104
STAI PUI Majalengka,104
Institut Kristen Borneo,104
Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al-Farabi,104
Akademi Kebidanan Menara Primadani,104
Institut Teknologi dan Bisnis Karya Pembangunan Papua,104
Sekolah Tinggi Ilmu Kesehatan Cianjur,103
Sekolah Tinggi Ilmu Ekonomi Oemathonis,103
Akademi Kebidanan Muslimat Nahdlatul Ulama Kudus,102
STISIPOL Dharma Wacana,102
STAI Darul Hikmah Aceh Barat,103
Sekolah Tinggi Ilmu Ekonomi Oemathonis,103
Akademi Kebidanan Muslimat Nahdlatul Ulama Kudus,102
STISIPOL Dharma Wacana,102
Disable -- AMIK Tri Dharma Pekanbaru,102
--disable--Sekolah Tinggi Keguruan dan Ilmu Pendidikan Invada Cirebon,102
STKIP Usman Safri Kutacane,102
STT Tabernakel Indonesia Surabaya,102
Disable -- Akademi Keperawatan Jabal Ghafur,101
STEI Al-Ishlah Bobos Dukupuntang Cirebon,101
Sekolah Tinggi Ilmu Kesehatan Malahayati Medan,101
Politeknik Purbaya,101
Sekolah Tinggi Agama Islam Al Amanah Al-Gontory,101
Akademi Keperawatan RS Efarina,101
STAI Haji Agus Salim Cikarang Bekasi,100
Perhimpunan Dokter Spesialis Penyakit Dalam Indonesia,100
Science Analytical Institute,100
"Indonesian Institute for Counseling, Education and Therapy",100
Ikatan Dokter Anak Indonesia,100
Institute for Learning Innovation and Counseling,100
Sekolah Tinggi Ilmu Pertanian Labuhan Batu,100
STIT Kabupaten Tebo,100
STIT Al-Khairiyah Citangkil Cilegon,100
Sekolah Tinggi Ilmu Dakwah Sirnarasa,100
Sekolah Tinggi Teologi IKSM Santosa Asih,100
STIT Al-Muslihun Tlogo Kanaigoro Blitar,99
STAI Ar-Ridho Rokan Hilir Riau,99
STIS Al-Ittihad Bima Yayasan Pendidikan Al-Itihad Bima NTB,99
Akademi Televisi Indonesia,99
Akademi Sekretari Dan Manajemen Ariyanti,98
Politeknik Baja Tegal,98
Sekolah Tinggi Ilmu Agama Buddha Smaratungga,98
"--disable--STAI Syekh H. Abdul Halim Hasan Al-Islahiyah Binjai, Sumatera Utara",98
Sekolah Tinggi Ekonomi dan Bisnis Islam Tanggamus Lampung,98
"STIT Babussalam, Aceh Tenggara",98
Akademi Kebidanan Madina Husada,98
Politeknik Mardira Indonesia,97
Sekolah Tinggi Ilmu Syari'ah (STIS) Nahdlatul Ulama Aceh,97
STAI Sepakat Segenep Kutacane Aceh Tenggara,97
Disable -- Sekolah Tinggi Islam Kendal (STIK),97
Sekolah Tinggi Teologi Bala Keselamatan Palu,97
"STAI Darul Arafah (STAIDA) Lau Bakeri Deli Serdang, Sumatera Utara",97
Akademi Keperawatan Pelni Jakarta,97
Sekolah Tinggi Ilmu Tarbiyah INSIDA,96
STT Internasional Harvest Semarang,96
STT SAMUEL ELIZABETH,96
"Sekolah Tinggi Teologi Baptis Papua, Abepura",96
Sekretariat Jenderal Dewan Perwakilan Rakyat Republik Indonesia,96
Institut Nahdlatul Ulama Ciamis,96
STIE IBMI Medan,95
Sekolah Tinggi Ilmu Tarbiyah Ar-Raudlatul Hasanah Medan Sumatera Utara,95
Sekolah Tinggi Ekonomi Islam Masyarakat Madani Pamekasan,94
Sekolah Tinggi Agama Islam al-Akbar Surabaya,94
Akademi Analis Kesehatan Manggala Yogyakarta,94
Sekolah Tinggi Teologi Agapes Jakarta,94
STIH Litigasi,94
Sekolah Tinggi Ilmu Ekonomi Yapi Bone,94
"STAI Muhammadiyah (STAIM) Klaten, Jawa Tengah",94
Universitas Cendekia Mitra Indonesia,93
STT Oikumene Injili Sidikalang,93
"STAI Muhammadiyah (STAIM) Klaten, Jawa Tengah",94
Universitas Cendekia Mitra Indonesia,93
STT Oikumene Injili Sidikalang,93
Sekolah Tinggi Ilmu Kesehatan Baramuli,93
Akademi Farmasi YPF,93
STISIP Tasikmalaya,93
Akademi Akuntansi Effendi Harahap,93
Lembaga Layanan Pendidikan Tinggi Wilayah XV,93
Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,92
STKIP An-nur Nangro Aceh,92
Sekolah Tinggi Agama Kristen Samarinda,91
Sekolah Tinggi Ilmu Ekonomi Boedi Oetomo,91
STAI PTDII Jakarta,91
Akademi Pariwisata Stipary,91
Politeknik Kesehatan Hermina,91
Sekolah Tinggi Ilmu Ekonomi Syari'ah Alifa Pringsewu Lampung,91
Sekolah Tinggi Ilmu Kesehatan Yayasan Lembaga Pendidikan Prada,91
Politeknik Anika Palembang,91
"STAI Serdang Lubuk Pakam, Sumatera Utara",91
Sekolah Tinggi Teologi Blessing Indonesia Makassar,90
STAI Al-Khairaat Halmahera Selatan,90
Green Engineering Society,90
Sekolah Tinggi Ilmu Syariah Abu Zairi Bondowoso,90
Sekolah Tinggi Ilmu Syariah Nahdlatul Ulama (STISNU) Nusantara Tangerang,90
STIT Muhammadiyah Paciran,90
Sekolah Tinggi Ekonomi Islam (STEI Yogyakarta),90
Sekolah Tinggi Ilmu Tarbiyah Mamba'ul Hikam Pali Sumsel,89
Sekolah Tinggi Teologi Kibaid Makale,89
STIKIP Catur Sakti,89
Sekolah Tinggi Ilmu Ekonomi Pariwisata Manado,89
STID Al-Biruni Babakan Ciwaringin,89
Sekolah Tinggi Teologi Baptis Kalvari Jakarta,88
STBA Persahabatan Internasional Asia,88
Sekolah Tinggi Teologi Injili Indonesia Bali,88
STT INJILI SETIA SIAU,88
Sekolah Tinggi Ilmu Ekonomi Syariah Putera Bangsa Tegal Jawa Tengah,88
Sekolah Tinggi Ilmu Kesehatan Kesehatan Baru,88
Disable -- STMIK Bani Saleh,88
STIU Dirosat Islamiyah Al-Hikmah Jakarta Selatan,87
Akademi Bahasa Asing UMI Makassar,87
Sekolah Tinggi Ilmu Kesehatan Kesehatan Baru,88
STIU Dirosat Islamiyah Al-Hikmah Jakarta Selatan,87
Akademi Bahasa Asing UMI Makassar,87
Akademi Keperawatan Bina Insani Sakti,87
Sekolah Tinggi Ilmu Hukum Al-Banna,87
Sekolah Tinggi Ilmu Tarbiyah Al-Ittihadiyah Labuhanbatu Utara,87
Politeknik Bhakti Kartini,87
Sekolah Tinggi Desain Interstudi,86
AMIK Tri Dharma Palu,86
Sekolah Tinggi Teologi Adhi Wacana Surabaya,86
Sekolah Tinggi Ilmu Tarbiyah Al-Ittihadiyah Labuhanbatu Utara,86
"STIS Syarif Abdurrahman Pontianak, Kalimantan Barat",86
--disable--Akademi Sekretari Manajemen Indonesia Klabat,86
Sekolah Tinggi Teologi Baptis Jakarta,86
Sekolah Tinggi Ilmu Ekonomi Dharma Putra Pekanbaru,85
Sekolah Tinggi Ilmu Komputer Muhammadiyah Batam,85
Sekolah Tinggi Ilmu Sosial Dan Politik Fajar Timur,85
STKIP Nusa Timor,85
Akademi Akuntansi Borobudur,85
AMIK Depati Parbo Kerinci,85
STKIP Nusa Timor,85
Akademi Akuntansi Borobudur,85
AMIK Depati Parbo Kerinci,85
Politeknik Kepulauan Simeulue,85
Sekolah Tinggi Ilmu Manajemen Indonesia Meulaboh,84
STT Lighthouse Equipping Theological School (Lets),84
Politeknik Hang Tuah Jakarta,84
Akademi Fisioterapi YAB Yogyakarta,84
"STAI Raudhatul Akmal, Deli Serdang, Sumatera Utara",84
Universitas Sulawesi Raya,83
Sekolah Tinggi Ilmu Ekonomi Satria Purwokerto,83
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Tanjungpura,83
Politeknik Tempo,83
Sekolah Tinggi Ilmu Kesehatan Nusantara kupang,83
Universitas Islam Attahiriyah,83
Sekolah Tinggi Ilmu Administrasi Asy Syafi iyah,83
STAI Nias,82
Politeknik Mitra Global,82
Sekolah Tinggi Ilmu Kesehatan YPAK Padang,82
Sekolah Tinggi Teologi Sriwijaya,82
Sekolah Tinggi Ilmu Tarbiyah (STIT) Al-Azami Cianjur,82
Sekolah Tinggi Ilmu Hukum Tambun Bungai,82
Sekolah Tinggi Teologi Renatus Pematang Siantar,81
Sekolah Tinggi Ilmu Ekonomi Syari'ah Babussalam,81
Sekolah Tinggi Agama Islam Darussalam Sumatera Selatan,81
Institut Agama Islam Bogor,81
Badan Penelitian dan Pengembangan Daerah Provinsi Jawa Barat,81
STKIP Hunimua,81
Sekolah Tinggi Agama Islam Al-Barokah,81
Sekolah Tinggi Ilmu Administrasi Sandikta,80
Pusat Penelitian dan Pengembangan Rekarta Mataram,80
Lembaga Penelitian dan Pendidikan Mandala,80
STIKES Bhakti Mandala Husada Slawi,80
Sekolah Tinggi Ilmu Ekonomi Taman Siswa,80
Sekolah Tinggi Ilmu Teknik Trisula,80
STKIP Nusa Bunga Floresta,80
Ikatan Dokter Indonesia,80
Ikatan Sarjana Komunikasi Indonesia,80
Institut Teknologi Kelautan Buton,80
"STAI Ma`arif Sintang, Kalimantan Barat",79
Sekolah Tinggi Ilmu Ekonomi Ekadharma Indonesia,80
"STAI Ma`arif Sintang, Kalimantan Barat",79
Politeknik Geologi Dan Pertambangan Agp,79
Akademi Perikanan Kamasan Biak,79
Sekolah Tinggi Ilmu Kesehatan Permata Nusantara,78
Sekolah Tinggi Ilmu Syariah Al Wafa Bogor,78
Sekolah Tinggi Agama Islam Senori Tuban,78
Sekolah Tinggi Ilmu Ekonomi Bukit Zaitun Sorong,78
Sekolah Tinggi Teologi Parakletos Surabaya,78
Sekolah Tinggi Teologi Tenggarong,78
STIT Bustanul Arifin Bener Meriah Aceh,77
Akademi Kepolisian (AKPOL),77
Sekolah Tinggi Teologi Bethesda,77
Sekolah Tinggi Ekonomi Islam Al Furqon Prabumulih Sumatera Selatan,77
Sekolah Tinggi Ilmu Ekonomi Ekadharma Indonesia,77
STT Jemaat Kristus Indonesia Salatiga,77
Politeknik Cristo Re,77
STT Injili Indonesia Medan,77
Sekolah Tinggi Ilmu Administrasi Pancamarga Palu,76
--disable--STAI Syamsul Ulum Gunung Puyuh,76
Politeknik Bisnis dan Pasar Modal,76
Politeknik Gihon,76
Sekolah Tinggi Ilmu Tarbiyah Fatahillah,76
Sekolah Tinggi Ilmu Syariah Husnul Khotimah (STISHK) Kuningan,76
STAI Ali bin Abi Thalib Surabaya,76
Sekolah Tinggi Theologia Gereja Protestan Indonesia Papua,75
STIMIK Kupang,75
Politeknik Stibisnis,75
Sekolah Tinggi Ilmu Kesehatan Sihat Beurata Banda Aceh,75
Sekolah Tinggi Agama Islam Rawa Aopa Konawe Selatan,75
Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur,75
STAI Madinatul Ilmi Depok,75
Akademi Pariwisata Yogyakarta,75
STIU Darul Hikmah Bekasi,75
Sekolah Tinggi Ilmu Tarbiyah Tihamah Cirebon,75
Sekolah Tinggi Teologi dan Entrepreneurship Pringgading,75
Politeknik Kesehatan YRSU Dr Rusdi,75
Sekolah Tinggi Ilmu Administrasi Bayuangga,74
Politeknik Damara,74
STAI Sayid Sabiq Indramayu,74
STAI Bani Saleh Bekasi,74
Politeknik Pertanian Yasanto,74
STIT Miftahul Ulum Bangkalan,74
Akademi Pariwisata Kupang,74
Sekolah Tinggi Ilmu Tarbiyah Assa'idiyyah Cipanas Cianjur,73
Politeknik Malinau,73
Institut Teknologi Medan,73
Politeknik Muara Teweh,73
"STAI Al-Ghazali Barru, Sulawesi Selatan",72
Institut Teknologi AI Mahrusiyah,72
Politeknik Nest,72
"STAI Fatahillah Serpong, Tangerang",72
Universitas Azzahra,72
Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,72
"STAI Madrasah `Arabiyah (STAIMA) Bayang, Pesisir Selatan, Sumatera Barat",72
"STAI Rahmaniyah (STAIR) Sekayu, Musi Banyuasin, Sumatera Selatan",72
Politeknik Sendawar,72
Balai Pengkajian Teknologi Pertanian Jawa Tengah,72
Akademi Maritim Nusantara Banjarmasin,71
Politeknik Indonesia Banjarmasin,71
STIKES Insan Cendekia Medika Jombang,71
Institut Agama Islam Cipasung (IAIC)  Tasikmalaya,71
Disable -- Sekolah Tinggi Farmasi Muhammadiyah Tangerang,71
STAI Baitul Arqam Al-Islamy Bandung,71
Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Ar-rahmah Surabaya,71
Akademi Keperawatan ST Elisabeth Lela,70
Sekolah Tinggi Alkitab Penyebaran Injil (STAPIN) Majalengka,70
Sekolah Tinggi Ilmu Keperawatan Famika,70
Sekolah Tinggi Ilmu Tarbiyah (STIT) Mumtaz,70
Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar,70
Akademi Keperawatan Karya Bhakti Nusantara,70
Pusat Kajian Bahasa dan Budaya,70
STAI Mau`izhah Tanjung Jabung Barat,70
Sekolah Tinggi Ilmu Ekonomi Trianandra,70
Mahesa Research Center,70
Kresnamedia Publisher,70
Persatuan Dokter Gigi Indonesia,70
Sekolah Tinggi Ilmu Kesehatan Masyarakat Abdi Nusa,70
Akademi Perekam Medis Dan Infokes Bhumi Husada,70
Sekolah Tinggi Ilmu Ekonomi Bulungan Tarakan,70
Sekolah Tinggi Ilmu Ekonomi Bulungan Tarakan,70
Akademi Keperawatan Bina Insan Jakarta,70
Sekolah Tinggi Agama Islam Ash-Shiddiqiyah Lempuing Jaya OKI,70
Sekolah Tinggi Ilmu Tarbiyah Makrifatul Ilmi Bengkulu Selatan,69
Akademi Komunitas Darussalam Blokagung,69
STAI Al-Andina Sukabumi,69
Sekolah Tinggi Teologi Lutheran Yogya,69
Akademi Komunitas Presiden,68
Akademi Akuntansi (AKTAN) Boekittinggi,68
STISIP Syamsul Ulum,68
Disable -- STMIK Insan Pembangunan,68
Sekolah Tinggi Ilmu Administrasi Trinitas,68
Sekolah Tinggi Ilmu Ekonomi Cakrawala,68
STIT Darul Fatah Tangerang Banten,68
Sekolah Tinggi Desain LaSalle,68
Akademi Sekretaris Dan Manajemen Kencana Bandung,67
STT Anugerah Sinagoge Medan,67
Sekolah Tinggi Ilmu Ushuluddin Darussalam,67
Sekolah Tinggi Teologi William Carey Medan,67
Akademi Pekerjaan Sosial Kupang,67
Disable -- Sekolah Tinggi Perikanan Hatta-sjahrir,67
STID Dirosat Islamiyah Al-Hikmah Mampang Jakarta Selatan,67
Politeknik Tunas Garuda,67
Sekolah Tinggi Ilmu Tarbiyah Nurussalam,67
Sekolah Tinggi Agama Buddha Kertarajasa,66
Akademi Kebidanan Budi Mulia,66
Sekolah Tinggi Teknologi Fatahillah Cilegon,66
Sekolah Tinggi Pariwisata Riau,66
STAI Ma`had `Ali Cirebon,66
Akademi Kebidanan Santa Elisabeth Kefamenanu,66
Akademi Kebidanan Harapan Ibu Pekalongan,66
STIT Muhammadiyah Aceh Barat Daya,65
Sekolah Tinggi Agama Islam Nurul Ilmi Tanjungbalai,65
Disable -- Sekolah Tinggi Ilmu Kesehatan Tujuh Belas,65
--disable--Sekolah Tinggi Agama Islam Darul Ulum Sarolangun,65
Universitas Timika,65
STT Permata Bangsa Barito,65
Sekolah Tinggi Khonghucu Indonesia,65
Institut Swadiri,65
Sekolah Tinggi Bahasa Harapan Bersama,65
Sekolah Tinggi Bahasa Harapan Bersama,65
Sekolah Tinggi Ilmu Ekonomi Mah-eisa,65
Sekolah Tinggi Teologi Abdi Gusti Nganjuk,65
Sekolah Tinggi Bahasa Asing IEC Jakarta,64
Sekolah Tinggi Teknologi Immanuel,64
